,Class,Family,Genome Composition,Genus,Kingdom,Last Change,MSL of Last Change,Order,Phylum,Proposal for Last Change ,PubMed_Search,PubMed_Search_ln,Realm,Sort,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Taxon History URL,Type Species?,family,genus,hits,hits_ln,number_of hosts,number_of hosts_x,number_of hosts_y,order,species,tax_id,tax_id_n,virus_name
528,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,0,-6.907755278982137,,385.0,Sin Nombre orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180057,0.0,Hantaviridae,Orthohantavirus,199,5.293309849837494,0,,,Bunyavirales,Sin Nombre orthohantavirus,1980491,1980491,Sin Nombre orthohantavirus
529,,Togaviridae,ssRNA(+),Alphavirus,,"Merged,Assigned as Type Species,",18.0,,,ICTV 7th Report.pdf,1829,7.5115251951375726,,4692.0,Sindbis virus,,,,,,,,ICTVonline=20185106,1.0,Togaviridae,Alphavirus,578,6.359575598774687,7,,,,Sindbis virus,11034,11034,Sindbis virus
530,,,,,,,,,,,3,1.09894556645823,,,,,,,,,,,,,Flaviviridae,Flavivirus,10,2.3026850879943788,2,,,,Sokoluk virus,64317,64317,Sokuluk virus
531,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,311.0,Lassa mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182580,0.0,Arenaviridae,Mammarenavirus,1921,7.560601683330629,3,,,Bunyavirales,Lassa mammarenavirus,11620,11620,Soromba virus
532,,Adenoviridae,dsDNA,Mastadenovirus,,"New,",32.0,,,2017.016D.A.v1.Adenoviridae_4sp.zip,33,3.4965378640376557,,2460.0,Squirrel mastadenovirus A,,,,,,,,ICTVonline=20185663,0.0,Adenoviridae,Mastadenovirus,2,0.6936470556015963,1,,,,Squirrel mastadenovirus A,1968887,1968887,Squirrel adenovirus
533,,Poxviridae,dsDNA,Leporipoxvirus,,"Moved,",5.0,,,Ratification_1978.pdf,4,1.3865443298750981,,4446.0,Squirrel fibroma virus,,Chordopoxvirinae,,,,,,ICTVonline=20184764,0.0,Poxviridae,Leporipoxvirus,3,1.09894556645823,2,,,,Squirrel fibroma virus,538970,538970,Squirrel fibroma virus
534,,Retroviridae,ssRNA-RT,Betaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,37,3.610944939306028,,1912.0,Squirrel monkey retrovirus,,Orthoretrovirinae,,,,,,ICTVonline=20184996,0.0,Retroviridae,Betaretrovirus,5,1.6096378924367667,1,,,Ortervirales,Squirrel monkey retrovirus,11856,11856,Squirrel monkey retrovirus
535,,Poxviridae,dsDNA,,,"Renamed,",26.0,,,2010.020abV.A.v1.Poxviridae-2sp_ren.pdf,1,0.0009995003330834232,,4466.0,Squirrelpox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184787,0.0,Poxviridae,,29,3.367330312150578,2,,,,Squirrelpox virus,240426,240426,Squirrel parapoxvirus
536,,Flaviviridae,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,327,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335,5.814133516895238,89,,,,Saint Louis encephalitis virus,11080,11080,St. Louis Encephalitis virus
537,,Flaviviridae,ssRNA(+),Flavivirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,327,5.789963228996553,,2983.0,Saint Louis encephalitis virus,,,,,,,,ICTVonline=20183112,0.0,Flaviviridae,Flavivirus,335,5.814133516895238,11,,,,Saint Louis encephalitis virus,11080,11080,St. Louis encephalitis virus
538,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,39,3.6635872868265618,,65.0,Sudan ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181567,0.0,Filoviridae,Ebolavirus,39,3.6635872868265618,1,,,Mononegavirales,Sudan ebolavirus,186540,186540,Sudan ebolavirus
539,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,59,4.077554392914626,,65.0,Sudan ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181567,0.0,Filoviridae,Ebolavirus,39,3.6635872868265618,1,,,Mononegavirales,Sudan ebolavirus,186540,186540,Sudan virus
540,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,63,4.143150599281431,,1601.0,Suid alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181456,0.0,Herpesviridae,Varicellovirus,1431,7.266129478368226,10,,,Herpesvirales,Suid alphaherpesvirus 1,10345,10345,Suid herpesvirus 1
541,,Caliciviridae,ssRNA(+),Norovirus,,"Moved,",20.0,,,Ratification_2002a.pdf,1,0.0009995003330834232,,2775.0,Norwalk virus,,,,,,,,ICTVonline=20182806,1.0,Caliciviridae,Norovirus,19,2.944491609360395,1,,,,Norwalk virus,70297,70297,Swine norovirus
542,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",197,5.283208804867237,,2022.0,Enterovirus B,,,,,,,,ICTVonline=20181984,0.0,Picornaviridae,Enterovirus,227,5.424954422758043,0,,,Picornavirales,Enterovirus B,12075,12075,Swine vesicular disease virus
543,,Poxviridae,dsDNA,Suipoxvirus,,"Moved,Assigned as Type Species,",5.0,,,Ratification_1978.pdf,64,4.1588987082376025,,4462.0,Swinepox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184784,1.0,Poxviridae,Suipoxvirus,206,5.32788102314673,1,,,,Swinepox virus,10276,10276,Swinepox virus
544,,,,,,,,,,,513,6.240277794486609,,,,,,,,,,,,,Anelloviridae,,6203,8.732788486185422,26,,,,Torque teno virus,68887,68887,TT virus
545,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,4,1.3865443298750981,,452.0,Tacaiuma orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180130,0.0,Peribunyaviridae,Orthobunyavirus,10,2.3026850879943788,1,,,Bunyavirales,Tacaiuma orthobunyavirus,611707,611707,Tacaiuma virus
546,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,96,4.56435860808025,,331.0,Tacaribe mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182599,0.0,Arenaviridae,Mammarenavirus,14,2.639128755635788,6,,,Bunyavirales,Tacaribe mammarenavirus,11631,11631,Tacaribe virus
547,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,166,5.111993812434784,,425.0,California encephalitis orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180103,0.0,Peribunyaviridae,Orthobunyavirus,95,4.553887417860929,0,,,Bunyavirales,California encephalitis orthobunyavirus,45270,45270,Tahyna virus
548,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,7,1.9460529959950605,,66.0,Tai Forest ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181568,0.0,Filoviridae,Ebolavirus,9,2.1973356822749484,4,,,Mononegavirales,Tai Forest ebolavirus,186541,186541,Tai Forest ebolavirus
549,,,,,,,,,,,6,1.7919261220073759,,,,,,,,,,,,,Flaviviridae,Flavivirus,18,2.8904273119085677,1,,,,Tamana bat virus,161675,161675,Tamana bat virus
550,,,,,,,,,,,3,1.09894556645823,,,,,,,,,,,,,Nairoviridae,Orthonairovirus,12,2.4849899796493045,17,,,Bunyavirales,Tamdy virus,1453410,1453410,Tamdy virus
551,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,332.0,Tamiami mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182600,0.0,Arenaviridae,Mammarenavirus,12,2.4849899796493045,1,,,Bunyavirales,Tamiami mammarenavirus,45223,45223,Tamiami virus
552,,Poxviridae,dsDNA,Yatapoxvirus,,"Moved,",12.0,,,ICTV 5th Report.pdf,22,3.0910879068707438,,4463.0,Tanapox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184789,0.0,Poxviridae,Yatapoxvirus,16,2.7726512202867375,1,,,,Tanapox virus,99000,99000,Tanapox virus
553,,,,,,,,,,,8,2.079566533867987,,,,,,,,,,,,,Peribunyaviridae,,12,2.4849899796493045,1,,,Bunyavirales,Tataguine virus,1623310,1623310,Tataguine virus
554,,Poxviridae,dsDNA,Orthopoxvirus,,"New,",12.0,,,ICTV 5th Report.pdf,6,1.7919261220073759,,4454.0,Taterapox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184774,0.0,Poxviridae,Orthopoxvirus,11,2.3979861777572986,1,,,,Taterapox virus,28871,28871,Taterapox virus
555,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,149,5.003953017332334,,2988.0,Tembusu virus,,,,,,,,ICTVonline=20183113,0.0,Flaviviridae,Flavivirus,213,5.361296860534085,3,,,,Tembusu virus,64293,64293,Tembusu virus
556,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,16,2.7726512202867375,,386.0,Thailand orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180058,0.0,Hantaviridae,Orthohantavirus,38,3.6376124751696053,1,,,Bunyavirales,Thailand orthohantavirus,1980492,1980492,Thailand virus
557,,Picornaviridae,ssRNA(+),Cardiovirus,,"Renamed,",29.0,Picornavirales,,2014.016aV.A.v1.Picornaviridae_spren.pdf,20,2.995782272304033,,2011.0,Cardiovirus B,,,,,,,,ICTVonline=20181972,0.0,Picornaviridae,Cardiovirus,798,6.682109850581855,3,,,Picornavirales,Cardiovirus B,204711,204711,Theilovirus
558,Ellioviricetes,Nairoviridae,ssRNA(-),Orthonairovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,405.0,Thiafora orthonairovirus,,,,,,Polyploviricotina,,ICTVonline=20180080,0.0,Nairoviridae,Orthonairovirus,13,2.5650262775800314,1,,,Bunyavirales,Thiafora orthonairovirus,1980529,1980529,Thiafora virus
559,Insthoviricetes,Orthomyxoviridae,ssRNA(-),Thogotovirus,,"Moved,",33.0,Articulavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,86,4.454358924092881,,523.0,Thogoto thogotovirus,,,,,,Polyploviricotina,,ICTVonline=20183970,1.0,Orthomyxoviridae,Thogotovirus,64,4.1588987082376025,5,,,Articulavirales,Thogoto thogotovirus,11569,11569,Thogoto virus
560,Ellioviricetes,Hantaviridae,ssRNA(-),Thottimvirus,,"Renamed,Moved,",33.0,Bunyavirales,Negarnaviricota,2017.012M.A.v2.Bunyavirales.zip,0,-6.907755278982137,,390.0,Thottopalayam thottimvirus,,,,,,Polyploviricotina,,ICTVonline=20180059,1.0,Hantaviridae,Thottimvirus,69,4.2341209972458635,0,,,Bunyavirales,Thottopalayam thottimvirus,1980493,1980493,Thottapalayam orthohantavirus
561,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,1610,7.383990079096328,,2989.0,Tick-borne encephalitis virus,,,,,,,,ICTVonline=20183114,0.0,Flaviviridae,Flavivirus,2364,7.768110801537744,7,,,,Tick-borne encephalitis virus,11084,11084,Tick-borne encephalitis virus
562,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,33,3.4965378640376557,,2989.0,Tick-borne encephalitis virus,,,,,,,,ICTVonline=20183114,0.0,Flaviviridae,Flavivirus,2364,7.768110801537744,37,,,,Tick-borne encephalitis virus,11084,11084,Tickborne encephalitis virus
563,Monjiviricetes,Paramyxoviridae,ssRNA(-),Rubulavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,21,3.0445700556372914,,145.0,Tioman rubulavirus,,,,,,Haploviricotina,,ICTVonline=20181640,0.0,Paramyxoviridae,Rubulavirus,19,2.944491609360395,5,,,Mononegavirales,Tioman rubulavirus,162013,162013,Tioman virus
564,,Togaviridae,ssRNA(+),Alphavirus,,"New,",23.0,,,ICTV 8th Report.pdf,4,1.3865443298750981,,4694.0,Tonate virus,,,,,,,,ICTVonline=20185108,0.0,Togaviridae,Alphavirus,5,1.6096378924367667,1,,,,Tonate virus,60877,60877,Tonate virus
565,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,334.0,Whitewater Arroyo mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182602,0.0,Arenaviridae,Mammarenavirus,8,2.079566533867987,0,,,Bunyavirales,Whitewater Arroyo mammarenavirus,466143,466143,Tonto creek virus
566,,,,,,,,,,,3,1.09894556645823,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,4,1.3865443298750981,1,,,Bunyavirales,Topografov hantavirus,83192,83192,Topografov virus
567,,,,,,,,,,,203,5.313210905138028,,,,,,,,,,,,,Anelloviridae,,6203,8.732788486185422,0,,,,Torque teno virus,68887,68887,Torque teno virus
568,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,223,5.407176255754997,,501.0,Sandfly fever Naples phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180165,0.0,Phenuiviridae,Phlebovirus,322,5.774554651129648,0,,,Bunyavirales,Sandfly fever Naples phlebovirus,11590,11590,Toscana virus
569,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,7,1.9460529959950605,,2461.0,Tree shrew mastadenovirus A,,,,,,,,ICTVonline=20182448,0.0,Adenoviridae,Mastadenovirus,7,1.9460529959950605,1,,,,Tree shrew mastadenovirus A,242710,242710,Tree shrew adenovirus
570,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,55,4.0073513668853655,,387.0,Tula orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180060,0.0,Hantaviridae,Orthohantavirus,748,6.61740431487198,7,,,Bunyavirales,Tula orthohantavirus,1980494,1980494,Tula virus
571,,,,,,,,,,,8,2.079566533867987,,,,,,,,,,,,,Paramyxoviridae,,18,2.8904273119085677,1,,,Mononegavirales,Tupaia paramyxovirus,92129,92129,Tupaia paramyxovirus
572,,Herpesviridae,dsDNA,,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1620.0,Tupaiid betaherpesvirus 1,,Betaherpesvirinae,,,,,,ICTVonline=20181480,0.0,Herpesviridae,,17,2.833272165855592,1,,,Herpesvirales,Tupaiid betaherpesvirus 1,10397,10397,Tupaiid herpesvirus 1
573,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,456.0,Turlock orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180134,0.0,Peribunyaviridae,Orthobunyavirus,11,2.3979861777572986,1,,,Bunyavirales,Turlock orthobunyavirus,35320,35320,Turlock virus
574,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,6,1.7919261220073759,,2991.0,Uganda S virus,,,,,,,,ICTVonline=20183116,0.0,Flaviviridae,Flavivirus,7,1.9460529959950605,10,,,,Uganda S virus,64297,64297,Uganda S virus
575,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,184,5.214941192376826,,2992.0,Usutu virus,,,,,,,,ICTVonline=20183117,0.0,Flaviviridae,Flavivirus,509,6.232449981185135,206,,,,Usutu virus,64286,64286,Usutu virus
576,,Poxviridae,dsDNA,Orthopoxvirus,,"Merged,Assigned as Type Species,",12.0,,,ICTV 5th Report.pdf,8670,9.067624185114834,,4455.0,Vaccinia virus,,Chordopoxvirinae,,,,,,ICTVonline=20184775,1.0,Poxviridae,Orthopoxvirus,1917,7.558517264693918,4,,,,Vaccinia virus,10245,10245,Vaccinia virus
577,,Poxviridae,dsDNA,Orthopoxvirus,,"Moved,",5.0,,,Ratification_1978.pdf,506,6.2265386455700975,,4456.0,Variola virus,,Chordopoxvirinae,,,,,,ICTVonline=20184776,0.0,Poxviridae,Orthopoxvirus,433,6.070740037468645,1,,,,Variola virus,10255,10255,Variola virus
578,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,554,6.3171664917998065,,4697.0,Venezuelan equine encephalitis virus,,,,,,,,ICTVonline=20185111,0.0,Togaviridae,Alphavirus,521,6.255751961137322,103,,,,Venezuelan equine encephalitis virus,11036,11036,Venezuelan equine encephalitis virus
579,,Caliciviridae,ssRNA(+),Vesivirus,,"Merged,Moved,Assigned as Type Species,",18.0,,,ICTV 7th Report.pdf,46,3.828663135383238,,2778.0,Vesicular exanthema of swine virus,,,,,,,,ICTVonline=20182811,1.0,Caliciviridae,Vesivirus,124,4.820289630088648,2,,,,Vesicular exanthema of swine virus,35612,35612,Vesicular exanthema of swine virus
580,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,272.0,Alagoas vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181789,0.0,Rhabdoviridae,Vesiculovirus,3,1.09894556645823,2,,,Mononegavirales,Alagoas vesiculovirus,198833,198833,Vesicular stomatitis Alagoas virus
581,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,13,2.5650262775800314,,277.0,Indiana vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181794,1.0,Rhabdoviridae,Vesiculovirus,126,4.83628984342792,40,,,Mononegavirales,Indiana vesiculovirus,11277,11277,Vesicular stomatitis Indiana virus
582,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,33,3.4965378640376557,,283.0,New Jersey vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181800,0.0,Rhabdoviridae,Vesiculovirus,348,5.852205353333564,1,,,Mononegavirales,New Jersey vesiculovirus,11280,11280,Vesicular stomatitis New Jersey virus
583,,,,,,,,,,,5621,8.634265040906346,,,,,,,,,,,,,Rhabdoviridae,Vesiculovirus,823,6.71295741574316,89,,,Mononegavirales,Vesicular stomatitis virus,11276,11276,Vesicular stomatitis virus
584,,Retroviridae,ssRNA-RT,Lentivirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,32,3.4657671523114555,,1947.0,Visna-maedi virus,,Orthoretrovirinae,,,,,,ICTVonline=20185035,0.0,Retroviridae,Lentivirus,391,5.968710117526852,1,,,Ortervirales,Visna-maedi virus,2169971,2169971,Visna/maedi virus
585,,Poxviridae,dsDNA,Orthopoxvirus,,"New,",14.0,,,ICTV 6th Report.pdf,5,1.6096378924367667,,4457.0,Volepox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184777,0.0,Poxviridae,Orthopoxvirus,18,2.8904273119085677,2,,,,Volepox virus,28874,28874,Volepox virus
586,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,7,1.9460529959950605,,4519.0,Wallal virus,,Sedoreovirinae,,,,,,ICTVonline=20184896,0.0,Reoviridae,Orbivirus,44,3.784212360932728,4,,,,Wallal virus,40061,40061,Wallal virus
587,,Caliciviridae,ssRNA(+),Vesivirus,,"Merged,Moved,Assigned as Type Species,",18.0,,,ICTV 7th Report.pdf,5,1.6096378924367667,,2778.0,Vesicular exanthema of swine virus,,,,,,,,ICTVonline=20182811,1.0,Caliciviridae,Vesivirus,2,0.6936470556015963,1,,,,Vesicular exanthema of swine virus,146073,146073,Walrus calicivirus
588,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,,,0,-6.907755278982137,1,,,,not_found,0,0,Wanowrie virus
589,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,4,1.3865443298750981,,4520.0,Warrego virus,,Sedoreovirinae,,,,,,ICTVonline=20184897,0.0,Reoviridae,Orbivirus,37,3.610944939306028,3,,,,Warrego virus,40062,40062,Warrego virus
590,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",18.0,,,ICTV 7th Report.pdf,38,3.6376124751696053,,2993.0,Wesselsbron virus,,,,,,,,ICTVonline=20183118,0.0,Flaviviridae,Flavivirus,56,4.02536954771857,11,,,,Wesselsbron virus,164416,164416,Wesselsbron virus
591,Monjiviricetes,Rhabdoviridae,ssRNA(-),Lyssavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,12,2.4849899796493045,,229.0,West Caucasian bat lyssavirus,,,,,,Haploviricotina,,ICTVonline=20181735,0.0,Rhabdoviridae,Lyssavirus,3,1.09894556645823,1,,,Mononegavirales,West Caucasian bat lyssavirus,249584,249584,West Caucasian bat virus
592,,Flaviviridae,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,5563,8.623892989834399,,2994.0,West Nile virus,,,,,,,,ICTVonline=20183119,0.0,Flaviviridae,Flavivirus,21421,9.972127074935976,1126,,,,West Nile virus,11082,11082,West Nile virus
593,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,178,5.181789168253832,,4698.0,Western equine encephalitis virus,,,,,,,,ICTVonline=20185112,0.0,Togaviridae,Alphavirus,157,5.056252174754775,53,,,,Western equine encephalitis virus,11039,11039,Western equine encephalitis virus
594,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,334.0,Whitewater Arroyo mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182602,0.0,Arenaviridae,Mammarenavirus,81,4.394461500275244,0,,,Bunyavirales,Whitewater Arroyo mammarenavirus,46919,46919,Whitewater Arroyo mammarenavirus
595,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,18,2.8904273119085677,,334.0,Whitewater Arroyo mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182602,0.0,Arenaviridae,Mammarenavirus,81,4.394461500275244,12,,,Bunyavirales,Whitewater Arroyo mammarenavirus,46919,46919,Whitewater Arroyo virus
596,,,,,,,,,,,1,0.0009995003330834232,,,,,,,,,,,,,Peribunyaviridae,,3,1.09894556645823,2,,,Bunyavirales,Witwatersrand virus,1678231,1678231,Witwatersrand virus
597,,Hepadnaviridae,dsDNA-RT,Orthohepadnavirus,,"Renamed,",23.0,,,ICTV 8th Report.pdf,612,6.416733916497919,,3571.0,Woodchuck hepatitis virus,,,,,,,,ICTVonline=20183658,0.0,Hepadnaviridae,Orthohepadnavirus,222,5.402681886366639,1,,,,Woodchuck hepatitis virus,35269,35269,Woodchuck hepatitis virus
598,,Retroviridae,ssRNA-RT,Gammaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,12,2.4849899796493045,,1937.0,Woolly monkey sarcoma virus,,Orthoretrovirinae,,,,,,ICTVonline=20185024,0.0,Retroviridae,Gammaretrovirus,20,2.995782272304033,1,,,Ortervirales,Woolly monkey sarcoma virus,11970,11970,Woolly monkey sarcoma virus
599,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,458.0,Wyeomyia orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180135,0.0,Peribunyaviridae,Orthobunyavirus,52,3.9512629491657494,2,,,Bunyavirales,Wyeomyia orthobunyavirus,273350,273350,Wyeomyia virus
600,,Poxviridae,dsDNA,Yatapoxvirus,,"Renamed,",14.0,,,ICTV 6th Report.pdf,16,2.7726512202867375,,4464.0,Yaba monkey tumor virus,,Chordopoxvirinae,,,,,,ICTVonline=20184790,1.0,Poxviridae,Yatapoxvirus,15,2.7081168655467533,2,,,,Yaba monkey tumor virus,38804,38804,Yaba monkey tumor virus
601,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,1103,7.005789925871405,,2996.0,Yellow fever virus,,,,,,,,ICTVonline=20183121,1.0,Flaviviridae,Flavivirus,868,6.7661928667334195,39,,,,Yellow fever virus,11089,11089,Yellow fever virus
602,,,,,,,,,,,3,1.09894556645823,,,,,,,,,,,,,Nairoviridae,Orthonairovirus,6,1.7919261220073759,1,,,Bunyavirales,Yogue virus,1712572,1712572,Yogue virus
603,,Flaviviridae,ssRNA(+),Flavivirus,,"Renamed,",18.0,,,ICTV 7th Report.pdf,6,1.7919261220073759,,2997.0,Yokose virus,,,,,,,,ICTVonline=20183122,0.0,Flaviviridae,Flavivirus,10,2.3026850879943788,1,,,,Yokose virus,64294,64294,Yokose virus
604,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,207,5.3327236241715745,,67.0,Zaire ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181569,1.0,Filoviridae,Ebolavirus,2917,7.978311312685626,21,,,Mononegavirales,Zaire ebolavirus,186538,186538,Zaire ebolavirus
605,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,0,-6.907755278982137,,447.0,Patois orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180125,0.0,Peribunyaviridae,Orthobunyavirus,3,1.09894556645823,1,,,Bunyavirales,Patois orthobunyavirus,2303488,2303488,Zegla virus
